,project_id,requirement,label,source,model,zero_shot,few_shot,zero_shot_cot,raw_inst
3419,8,'All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.',nonsec,promise_exp,gpt-4o-mini,sec,sec,sec,nonsec
3420,8,'Daily usage statistics should be logged  and accessible by the administrator.',nonsec,promise_exp,gpt-4o-mini,sec,sec,sec,nonsec
3421,8,'The owner shall have free access to all of the streaming movies.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3422,9,'Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3423,9,'No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3424,9,'For leads that process longer than 25 seconds the system will record the event and duration',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3425,9,'The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3426,9,'The lead washing process will operate within the established physical web service structure.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3427,9,'The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3428,9,'Defect reports will be available to technical units on a 24x7 basis.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3429,9,'Washing parameters will be updated during scheduled maintenance hours.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3430,9,'The vendor will verify the invalid lead.',nonsec,promise_exp,gpt-4o-mini,nonsec,sec,nonsec,nonsec
3431,9,'Vendor will submit a credit validation record to be applied to the enterprise billing system.',nonsec,promise_exp,gpt-4o-mini,nonsec,sec,nonsec,nonsec
3432,9,'If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3433,9,'The leads washing functionality will validate all leads received by the web service for valid data',nonsec,promise_exp,gpt-4o-mini,nonsec,sec,sec,nonsec
3434,9,'The leads washing functionality will insert all leads captured by the web service.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3435,9,'If the leads score falls within the high average score then it will be process by the ARA functionality.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3436,9,'If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3437,9,'If the leads score falls within the low average then it will be returned to the supplying vendor',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3438,9,'The leads washing functionality will compile both contact and academic scoring information for a total score.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3439,9,'The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3440,9,'The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3441,9,'The leads washing functionality will have an interface in which lead data parameters can be maintained.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3442,9,'The leads washing functionality will verify the users authentication and rights to make parameter updates.',nonsec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3443,9,'The leads washing functionality will store any potential lead duplicates returned by the enterprise system.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3444,9,'Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3445,9,'The leads washing functionality shall receive a period list of available reps from the enterprise system.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3446,10,'The product shall simulate the look of ships at sea.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3447,10,'The product shall display the grids within a circle as a view from a periscope.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3448,10,'The product shall display each type of ship in a grid using an image of the specific type of ship.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3449,10,'When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3450,10,'When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3451,10,'When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3452,10,'When a ship is sunk  the product shall simulate the sound of a sinking ship.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3453,10,'The product shall be available 24 hours per day  seven days per week.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3454,10,'The product shall able to handle a large number of games simultaneously.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3455,10,'The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3456,10,'The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.',nonsec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3457,10,'The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3458,10,'The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3459,10,'The product shall provide players no access to information that might reveal the identity of another player',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3460,10,'The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3461,10,'The product shall maintain a list of players.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3462,10,'The product shall allow a user to identify himself or herself as a player.',nonsec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3463,10,'Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.',nonsec,promise_exp,gpt-4o-mini,sec,nonsec,sec,nonsec
3464,10,'The product shall allow a user to remove himself or herself from the list of players at any time.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3465,10,'The product shall make inactive players unavailable for selection from the list of players.',nonsec,promise_exp,gpt-4o-mini,sec,nonsec,nonsec,nonsec
3466,10,'The product shall remove players who have been inactive for 24 hours from the list of players.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3467,10,'The product shall allow a player to initiate a game by selecting another available player from the list of players.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3468,10,'Once a game is initiated  the product shall display a defensive grid to each player',nonsec,promise_exp,gpt-4o-mini,nonsec,sec,nonsec,nonsec
3469,10,'Once a game is initiated  the product shall display an offensive grid to each player.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3470,10,'The product shall prevent a player from viewing the offensive or defensive grids of the other player.',nonsec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3471,10,'Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3472,10,'The product shall allow a player to position ships horizontally on their grid.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3473,10,'The product shall allow the player to position ships vertically on their grid.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3474,10,'The product shall allow the player to position ships diagonally on their grid',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3475,10,'The product shall prevent the player from overlapping ships on their grid.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3476,10,'When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3477,10,'For each turn  the product shall identify one player as offensive status and one player as defensive status.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3478,10,'The product shall maintain the status of each player for a turn  either offensive or defensive.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3479,10,'At the start of each turn  the product shall notify each player of his or her status.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3480,10,'For each turn  the product shall allow the offensive player to define a shot.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3481,10,'For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3482,10,'For each shot  the product shall notify the players whether the shot was a hit or miss.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3483,10,'For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3484,10,'For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3485,10,'When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3486,10,'When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.',nonsec,promise_exp,gpt-4o-mini,nonsec,sec,nonsec,nonsec
3487,10,'When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.',nonsec,promise_exp,gpt-4o-mini,nonsec,sec,nonsec,nonsec
3488,10,'When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3489,10,'If the shot was marked as a hit  the product shall allow the offensive player to define a shot.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3490,10,'If the shot was marked as a miss  the product shall change the status of the offensive player to defensive',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3491,10,'If the shot was marked as a miss  the product shall change the status of the defensive player to offensive',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3492,10,'The product shall continue to assign turns until the game is ended.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3493,10,'The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player\92s ships  which had not been previously marked as sunk.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3494,10,'The product shall allow a player to end a game at any time during the game.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3495,10,'When a game is ended  the product shall notify the players that the game is ended.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3496,10,'The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3497,10,'When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3498,10,'When a game is ended  the product shall allow each player to remove himself or herself from the list of players.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3499,11,'The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3500,11,'The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3501,11,'The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3502,11,'On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3503,11,'On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3504,11,'The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3505,11,'The system must be available for use between 7:00AM and 11:59PM all days of the year.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3506,11,'The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3507,11,'The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3508,11,'The product shall ensure that only supervisors can enter a caller\92s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3509,11,'The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3510,11,'The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3511,11,'The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3512,12,'The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3513,12,'The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3514,12,'The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3515,12,'The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3516,12,'The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3517,12,'The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3518,12,'The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3519,12,'The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3520,12,'The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3521,12,'The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3522,12,'The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3523,12,'The product shall be robust.The product shall have fault avoidance based on standards adoption.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3524,12,'The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,sec,nonsec
3525,12,'The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3526,12,'The product shall be platform independent.The product shall enable access to any type of development environment and platform.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3527,12,'The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3528,12,'The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3529,12,'The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3530,12,'The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3531,12,'The product shall have security.The product shall provide authentication  and authorization.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3532,12,'The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3533,12,'The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3534,13,'The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3535,13,'The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3536,13,'The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3537,13,'The interface must summarize the data in a fashion that\92s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3538,13,'The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3539,13,'The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3540,13,'Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report)',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3541,13,'A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3542,13,'All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available)',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3543,13,'The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3544,13,'The WCS system shall be available at all times as long as IBM\92s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM\92s internal intranet W3 is available.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3545,13,'The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,sec,nonsec
3546,13,'The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.',nonsec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3547,13,'The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3548,13,'The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3549,13,'The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3550,13,'All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3551,13,'The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3552,13,'The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user\92s computer.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3553,14,'Each team owner will need to use a username and password in order to be authenticated to reach the team owner\92s page',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3554,14,'The Commissioner will be the only authorized user per league to adjust league settings.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3555,14,'Each page shall contain a navigation menu which shows the index into which the current page is contained.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3556,14,'Each page shall contain a similar format with action items in one location and navigation buttons in a different location.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3557,14,'The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3558,14,'A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3559,14,'Users shall be able to reach the \91add\92  \91drop\92  and \91trade player\92 pages with one click from the team owner\92s page.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3560,14,'Users shall be able to view at least 25 NFL player statistics and points on each page.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3561,14,'The application shall ask the user to confirm dropping a player or trading a player before performing the action.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3562,14,'The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3563,14,'The application shall have a downtime of at most 10 minutes per year.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3564,14,'The application shall run on a web application server.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3565,14,'A primary database will be used to store cached data for active users.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3566,14,'A secondary database will be used to store historical statistics and data.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3567,14,'Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3568,14,'New System version releases shall be released at the beginning of each NFL season.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3569,15,'The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3570,15,'98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3571,15,'98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3572,15,'The RFS system should be able to easily interface with the BDW environment  in order to load the data. \95	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3573,15,'Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3574,15,'New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3575,15,'Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3576,15,'User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..',sec,promise_exp,gpt-4o-mini,sec,sec,sec,sec
3577,15,'The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3578,15,'The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3579,15,'The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3580,15,'The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3581,16,'The system shall operate on Unix and Windows operating systems.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
3582,16,'The system shall be evoked by typing “pine” into a command or shell prompt.',nonsec,promise_exp,gpt-4o-mini,nonsec,nonsec,nonsec,nonsec
